post_id,text_tf-idf_pca_1,text_tf-idf_pca_2,text_tf-idf_pca_3,text_tf-idf_pca_4,text_tf-idf_pca_5,topic_covid,topic_entertainment,topic_movie,topic_politics,topic_sport,topic_tech
2377,0.289212120367522,-0.01865271867144674,-0.008966711655962184,-0.0018261479936377799,0.00990439234137289,1,0,0,0,0,0
45,-0.014592816582096635,-0.1407209488371776,-0.05142324239141856,-0.02237974723987309,-0.06296074770391526,0,0,0,0,0,0
46,-0.005300378664864487,-0.11841424426535165,-0.017705060931133092,-0.040311533487595454,-0.05574939283808874,0,0,0,0,0,0
47,0.0681966733110722,-0.07740459029194355,-0.033126369546024666,-0.011492626114925065,-0.06515157133709268,0,0,0,0,0,0
48,-0.12146378640519903,-0.20836793865672631,-0.10132536312063596,-0.10399912943464962,-0.08168400880108591,0,0,0,0,0,0
49,-0.11535099655419541,-0.19911919921526888,0.012004178293936865,-0.06294303909312184,0.0006071174222227782,0,0,0,0,0,0
50,-0.0762654969096746,-0.14535460612151446,-0.0010885385014446653,-0.061981589570657164,-0.053659490447554935,0,0,0,0,0,0
2378,0.1741308043150856,-0.00874007295721154,-0.03438227782792415,0.00028378535845995795,0.035101753257295844,1,0,0,0,0,0
2379,0.18823965097721462,-0.025781614703314523,-0.06464645449879682,-0.02959516607640264,0.02787776150300358,1,0,0,0,0,0
2380,0.20185793201551505,-0.013124618470924046,-0.03437617718020367,-0.004620294218116292,0.02403683831788618,1,0,0,0,0,0
2381,0.275717853311835,0.0038008490844477546,0.04272672413487031,0.0029590161593773556,0.010088820868283672,1,0,0,0,0,0
2382,0.24094586091335263,0.017644458156979098,-0.0033379007029467286,-0.012749934227436147,0.01912984819067875,1,0,0,0,0,0
51,-0.07626209524628502,-0.14549661499278693,-0.05072833113431652,-0.07070218921008306,-0.023259592016830682,0,0,0,0,0,0
52,-0.015823504620400636,-0.16482074713982925,-0.060690976394007036,-0.08242363317770078,-0.10743077232897515,0,0,0,0,0,0
53,0.05452094591607865,-0.06386235769871598,0.014629086602612694,-0.050400260970693354,-0.05684668433139855,0,0,0,0,0,0
54,0.008509674923539335,-0.11279220397459956,-0.029613927210559277,-0.05917911317380795,-0.0863474669388578,0,0,0,0,0,0
55,-0.005016983562085763,-0.11286932843455379,0.09105669684487279,-0.05813252582651716,-0.07860099778756405,0,0,0,0,0,0
56,0.02624775899670911,-0.09454478135281869,0.02217968196750164,-0.02675791048456648,-0.02686559269310893,0,0,0,0,0,0
57,-0.04579714289007621,-0.13887878343301452,0.002253974954857398,-0.0598377226064914,-0.09475611703357065,0,0,0,0,0,0
59,-0.004492033138970255,-0.12322230961724819,-0.046533419134744,-0.06363895975298724,-0.05176865236606102,0,0,0,0,0,0
60,-0.1814406455097889,-0.21580750484369365,0.006560817095671528,-0.0936737606005574,-0.03639349939895907,0,0,0,0,0,0
67,0.005366728224577306,-0.11619335282189795,-0.041264762195475244,-0.02816518968690629,-0.03779493346530656,0,0,0,0,0,0
61,-0.14174935234101435,-0.23045053137220028,-0.1734627258077898,-0.12014172612676692,-0.08779386951065786,0,0,0,0,0,0
62,-0.1842330557294588,-0.18282610108036002,-0.040502644165995944,-0.11071579231617386,-0.032052930522684354,0,0,0,0,0,0
63,-0.009478908331623721,-0.14235266305454536,-0.0068625420782499474,0.026643581902799224,0.007720093905926254,0,0,0,0,0,0
64,-0.03336477546065503,-0.13630459827892,-0.038306931396725113,-0.12339831041454233,-0.11666011759566554,0,0,0,0,0,0
65,-0.16955136818002955,-0.20945034840919918,-0.017597912913657855,-0.14888920380269383,-0.03984712080713848,0,0,0,0,0,0
66,-0.06041001356864014,-0.17427512995191852,-0.03405368427540063,-0.09795087536258301,-0.1272518365358926,0,0,0,0,0,0
1473,-0.018265205153701888,-0.09405746343730709,-0.0775647656157925,0.03141437497588425,-0.021284584100851243,0,0,0,0,1,0
68,-0.01764707500605292,-0.11272124580039762,0.026718723905426223,-0.05953597676031391,-0.06943717756824001,0,0,0,0,0,0
69,-0.0013713732586488427,-0.14091009851571626,-0.06883733377906143,-0.08115155220619694,-0.16611221946910681,0,0,0,0,0,0
70,-0.057188952715436746,-0.15911230396009918,-0.05516649617495269,-0.0893132380356267,-0.12346827128832207,0,0,0,0,0,0
71,-0.0636416507004618,-0.1696515225341062,-0.039781554952668184,-0.08337561320016779,-0.08491027814292505,0,0,0,0,0,0
82,-0.024957808405373535,-0.13881788825890426,-0.052749047070336036,-0.037596653945345164,-0.07511638155082115,0,0,0,0,0,0
72,-0.09831598655061324,-0.24315959898699827,0.19486080695649105,0.06610310271383632,0.1363047120374612,0,0,0,0,0,0
74,0.022098963592873024,-0.13063862646112645,-0.012004705733403311,-0.08960032163502797,-0.15105427983460812,0,0,0,0,0,0
75,-0.022253928241681622,-0.1306828298104149,-0.013348943340962982,-0.06259998803394363,-0.05051690029238692,0,0,0,0,0,0
76,0.021912490170260958,-0.09963439000420453,-0.0030073596173943494,-0.04943045335164632,-0.060182528037113006,0,0,0,0,0,0
102,-0.14928672736869444,-0.2034421330216896,-0.06387435663253418,-0.08022208602368143,-0.012996118967068667,0,0,0,0,0,0
285,0.005762502698980584,-0.10408648520254497,0.011603159079778047,-0.05355330544925417,-0.11311264761662329,0,0,0,0,0,0
77,-0.06134130448553212,-0.1624522842921884,0.005097042503182459,-0.044148250157901775,-0.028362502620146106,0,0,0,0,0,0
78,-0.012446402248586319,-0.11962654226230385,0.006307938611019845,-0.08112730747639949,-0.15421893753283075,0,0,0,0,0,0
79,0.039059628997974286,-0.0956488985965919,-0.013924607610462873,-0.043670100480634896,-0.08359954168585261,0,0,0,0,0,0
80,-0.01615095806214466,-0.15427243287109652,-0.06259116724506719,-0.058214400245285215,-0.1148210539391528,0,0,0,0,0,0
81,-0.0004185161204544121,-0.06597928433397458,-0.02543410215765896,-0.025214226209295303,-0.041723434356521316,0,0,0,0,0,0
2383,0.1276031921621813,-0.0005874583569021513,-0.018378138823285012,-0.04499664893655313,0.044641039271314284,1,0,0,0,0,0
2384,0.2219679094220688,0.005745004582093344,0.011598394104422042,0.02446846533534771,-0.008884836750733954,1,0,0,0,0,0
83,-0.09204875502065069,-0.1693638102850854,-0.021095481520444322,-0.09621931732704785,0.000588503107370501,0,0,0,0,0,0
84,0.005445152637414367,-0.13535673267979403,-0.05983302056600003,-0.06929655525792171,-0.08537994182984232,0,0,0,0,0,0
85,-0.06273612146182522,-0.13644731590055645,-0.013353486935974905,-0.0625617485687699,-0.05929518265056103,0,0,0,0,0,0
87,-0.09416155982290524,-0.19177941695101083,-0.08283797301801676,-0.09780929913432376,-0.03003341830623014,0,0,0,0,0,0
88,-0.0844850653518763,-0.16551339272717222,-0.018603242527830684,-0.12381736074227488,-0.05230174266955436,0,0,0,0,0,0
2385,0.21846469869948162,-0.009165490383353837,-0.02621994741113393,0.018801913298536685,-0.023205719025857913,1,0,0,0,0,0
2386,0.26985485987979674,-0.027830521840691652,-0.03265401979200653,-0.007128455934318598,0.028802310338573348,1,0,0,0,0,0
89,-0.0836644701697852,-0.17104593565048304,-0.03817876533704801,-0.08119209163618203,-0.02652479156473533,0,0,0,0,0,0
92,-0.050221765497992656,-0.14019498636130717,-0.08257622763692918,-0.07963411143532352,-0.036022925256170076,0,0,0,0,0,0
93,-0.09866580765305094,-0.19332317407325778,-0.10468261052618964,-0.12253588898864204,-0.08728108054306667,0,0,0,0,0,0
94,-0.07631742678828268,-0.18869250723093883,-0.06821774230476495,-0.12246138111882898,-0.040841168121487026,0,0,0,0,0,0
95,0.07293125600819657,-0.11430508245985803,-0.06357101441880429,-0.06000044385735926,-0.12713994474456652,0,0,0,0,0,0
96,-0.04189100884954826,-0.140562407843084,-0.04807585197496244,-0.07564282818579648,-0.01355490908127525,0,0,0,0,0,0
97,-0.14056614138842072,-0.12932145009086207,0.04490042863946749,-0.018850830300120712,-0.04569718492585971,0,0,0,0,0,0
98,-0.0013665981774160529,-0.132417704682281,-0.09787378543991972,-0.06893568518517981,-0.08477604340308739,0,0,0,0,0,0
99,-0.0009057057314044107,-0.0901643411726194,-0.04234890378686534,-0.05947884451977075,-0.04557675682634868,0,0,0,0,0,0
100,-0.036462462629057765,-0.10685494252010663,-0.06676005975915796,-0.0781969328556835,-0.04872935936922891,0,0,0,0,0,0
101,-0.06369013096106145,-0.13600944738769483,-0.012213328041045622,-0.0148904429798392,-0.006429496352228454,0,0,0,0,0,0
103,0.04241878253040602,-0.11991641103995972,0.06103313194787667,0.034515308310864426,-0.008132627688198509,0,0,0,0,0,0
104,-0.12509613707425657,-0.1788376625757612,0.014550562632479612,-0.10080427437555019,0.014124513347838699,0,0,0,0,0,0
105,0.06927500585853874,-0.03818525804021614,-0.020068775806478926,-0.028349037072113465,-0.06998565854167581,0,0,0,0,0,0
106,-0.10962304662988133,-0.17458679073135028,-0.06227204781655131,-0.12597250326332715,0.01342917424454203,0,0,0,0,0,0
107,-0.09828090609288484,-0.18018359224469918,-0.009424514231391004,-0.09728507059744784,-0.09806390215256604,0,0,0,0,0,0
123,0.007086452407332889,-0.12492182325134887,0.003945309489201692,-0.0387069706288602,-0.05729327471926501,0,0,0,0,0,0
108,0.020318331648373926,-0.10520289216386403,-0.03377728439135822,-0.014380138161625127,-0.0231736750872555,0,0,0,0,0,0
109,-0.06650366430553777,-0.0885084053094037,-0.0036022815127902336,-0.0561310711526478,-0.025402226937903078,0,0,0,0,0,0
110,-0.0436599526565183,-0.12534313347950482,-0.027025680876967783,-0.06251771805794692,-0.050227159945655346,0,0,0,0,0,0
111,-0.013930973252596577,-0.10720620341377678,-0.02922287570647122,-0.035170790774411494,-0.038374557888149495,0,0,0,0,0,0
113,-0.007418236674491403,-0.09735911364718018,0.004758818080201583,-0.02249348598664141,-0.011137195518676972,0,0,0,0,0,0
169,-0.05089904078739876,-0.16830283972427773,-0.06484038703568436,-0.10347952521535733,-0.09976700376679351,0,0,0,0,0,0
114,-0.062346325240665405,-0.15768948051117637,0.021755509828151002,-0.06173798256566886,-0.06123579433043126,0,0,0,0,0,0
115,0.0049892923863559865,-0.11148112452048071,0.005250406162442081,-0.05235276328019916,-0.053383174820376786,0,0,0,0,0,0
116,-0.0007526032511086709,-0.12103935070890197,-0.05395395495067611,-0.0907996270917523,-0.11083889661591369,0,0,0,0,0,0
117,-0.051048915007815235,-0.09658310519616092,0.014559853614005833,-0.05801974586235055,-0.07451851527479736,0,0,0,0,0,0
118,0.09456845672337827,-0.09474088253503846,-0.013443886281733942,-0.013201740766195381,-0.14251808282000084,0,0,0,0,0,0
2388,0.3235046718359551,7.7584605728474e-05,-0.014641826228421332,-0.004985946926281686,0.0364943062554042,1,0,0,0,0,0
2389,0.13036506567087056,0.010219202578496948,-0.022888754593907826,-0.027136264635159314,0.07192435207610089,1,0,0,0,0,0
2390,0.21480733956801956,0.014217785537136393,0.01538414239490688,-0.011848002517647033,-0.008949892305189526,1,0,0,0,0,0
119,0.0065813916914149815,-0.08083579987190564,-0.015313327256425662,-0.018816317579384158,-0.03668568572591066,0,0,0,0,0,0
120,-0.09301827304197266,-0.1457778101474424,0.002376400553643879,-0.07132598806611029,-0.00757731339567482,0,0,0,0,0,0
121,-0.10460229638482266,-0.1451311033770515,-0.08575658564182012,-0.1119643539877406,-0.0845232935755187,0,0,0,0,0,0
122,-0.016086872383767128,-0.14557485372261092,-0.04015200727319508,-0.05917552759984888,-0.10322608842536461,0,0,0,0,0,0
286,-0.04951787605454059,-0.1487671728612006,-0.07791254808437909,-0.06856614839768647,-0.023689370576581215,0,0,0,0,0,0
2391,0.25025664555622223,0.018244512582736908,0.004010465025511377,0.013791625809264,-0.013197539189843536,1,0,0,0,0,0
124,-0.01320754000279478,-0.08388775795301195,0.06271303049192802,-0.02654160159677591,-0.02409547635028253,0,0,0,0,0,0
125,0.006499911259129198,-0.061711619517623426,0.060711892405259565,-0.05926144791785188,-0.09818191713806192,0,0,0,0,0,0
126,-0.07863385515964033,-0.1841934535919862,-0.06447649507168068,-0.05748313313804246,-0.04558736377314345,0,0,0,0,0,0
127,-0.19125191421792703,-0.1730414408767072,-0.059129383501571896,-0.1138160055409102,0.017249659357148502,0,0,0,0,0,0
128,-0.05888285111085242,-0.12019508551217419,-0.06479056571043883,-0.08014249849319471,-0.05527843832666386,0,0,0,0,0,0
129,-0.10663108114114343,-0.17770845625240522,0.035213948817101735,-0.07756202442896883,-0.03706880482957093,0,0,0,0,0,0
130,0.009345682410870774,-0.08765943295264443,0.021725633204862566,-0.09486546621356151,-0.08456183896152503,0,0,0,0,0,0
131,-0.08612083378685298,-0.1812583575780087,-0.008135887836270108,-0.10475354736017224,-0.042162063755200534,0,0,0,0,0,0
132,-0.08991795914726006,-0.15252756175860624,0.10199200909222778,0.016687915163051188,0.029968585334128453,0,0,0,0,0,0
133,-0.008234859115194464,-0.12737767874119924,0.011174658953514565,-0.06112684412534374,-0.07528738839566257,0,0,0,0,0,0
134,-0.028583847322537565,-0.11823112506081336,-0.05894001078900859,-0.04518313170434494,-0.05612733910639557,0,0,0,0,0,0
176,0.022409608557006674,-0.1713773143247325,-0.05160801769220394,-0.0951536572767571,-0.1584493460125455,0,0,0,0,0,0
2392,0.20627883357252075,-0.027701889704879936,-0.017103819979518906,-0.009434183094122296,0.006713301782715487,1,0,0,0,0,0
135,0.029740480389701056,-0.08169430771899015,0.040475778927109116,-0.050394209791219724,-0.08425834061352919,0,0,0,0,0,0
136,-0.06186955483354903,-0.18073579678793134,-0.05772919744510827,-0.11537106901981681,-0.10172634335607328,0,0,0,0,0,0
137,-0.10435113679175738,-0.17085453048850202,-0.052369652452184765,-0.10774899617568048,-0.07334688389349549,0,0,0,0,0,0
138,0.007976476118776804,-0.09443310328877426,-0.0021793566779770472,-0.058986874059937286,-0.09185635685148087,0,0,0,0,0,0
260,-0.028412074744087117,-0.13505665065727274,-0.01188803693220735,-0.04276190091557959,-0.07078755706076394,0,0,0,0,0,0
139,-0.13291766425032536,-0.16738122375886588,-0.023934961417491747,-0.07229222144070674,-0.04541350210717572,0,0,0,0,0,0
140,0.041055920314149404,-0.12304454396746536,0.007310505557954526,-0.015379428329307315,-0.07571312762719873,0,0,0,0,0,0
141,-0.07372052511243973,-0.2032160317511458,-0.07780369794056602,-0.14734553580940227,-0.13931107357135067,0,0,0,0,0,0
142,0.045517480033104026,-0.10023129125397502,0.03585724934599273,-0.054435639513005875,-0.07309431968439901,0,0,0,0,0,0
143,-0.03577054619100957,-0.1135651815485137,0.012250235656647911,-0.03826095593193719,-0.0657658631401729,0,0,0,0,0,0
144,-0.01805277096131635,-0.12615517977699667,-0.027266829855486893,-0.09352713906111669,-0.1524435122383199,0,0,0,0,0,0
145,0.042565776999475904,-0.1259340801510506,-0.010614975395100718,-0.04078079983917071,-0.0664401148284044,0,0,0,0,0,0
146,-0.0537985697018014,-0.19140377253199173,-0.03439596140009797,-0.08580281210183033,-0.040629808314470016,0,0,0,0,0,0
147,-0.04737197128619897,-0.1939596042514144,0.02738427558542054,-0.03807481179781288,0.005096849777116652,0,0,0,0,0,0
148,-0.006203020583361737,-0.10242534667489993,-0.014136276178818666,-0.055610527075038045,-0.09439246706106919,0,0,0,0,0,0
149,-0.0658584778585868,-0.09351961656587157,-0.01629331950131855,-0.08054012438813721,-0.01810396374705116,0,0,0,0,0,0
266,0.05562401729928901,-0.11271421622042382,-0.04637755475009442,-0.028672625775967856,-0.0977986556766618,0,0,0,0,0,0
150,-0.06129673908981991,-0.1599141863379983,-0.016286693054486424,-0.03995362408916476,-0.033474616086345256,0,0,0,0,0,0
151,-0.07451070441657263,-0.15628000589116767,-0.03994809472821351,-0.13170949738281132,-0.09391786491489636,0,0,0,0,0,0
152,-0.136091467262774,-0.1977488465968036,-0.0836671353267121,-0.10206622177529451,-0.044443438728587664,0,0,0,0,0,0
153,-0.0007021562375049086,-0.11086665748441138,-0.024349321639562226,-0.053919703299817434,-0.04084858332794495,0,0,0,0,0,0
154,-0.06654264950289089,-0.17429430552779065,-0.03755451646579671,-0.0909143947698366,-0.08366206430540138,0,0,0,0,0,0
155,-0.1297121733812345,-0.1625045396459174,0.010891334480824764,-0.10133405153363285,-0.004952066082037916,0,0,0,0,0,0
156,0.05167733669763703,-0.12464502062446184,0.026390903791914385,0.0158277919217514,-0.03277210501912939,0,0,0,0,0,0
157,0.01604596292185694,-0.0967107464764072,0.014660431340510675,-0.04964625042112406,-0.09876546018139147,0,0,0,0,0,0
158,-0.09661257211061587,-0.15916501676407557,-0.020204568871732637,-0.07399450609197629,-0.0038837171756927404,0,0,0,0,0,0
159,0.05834261823311365,-0.11647341613583631,-0.027130327934892836,-0.06228453943588903,-0.12036754022963517,0,0,0,0,0,0
160,0.007893026642977108,-0.09082100188540282,0.020586023186472516,-0.035664252682921276,-0.08923180278661808,0,0,0,0,0,0
161,-0.012089572904537672,-0.11200040822494878,-0.04705837659189888,-0.08396480611746618,-0.07262027780324264,0,0,0,0,0,0
162,0.04031819574049041,-0.09034960926221013,0.005710423980426588,-0.017738531640195388,-0.05030119717817823,0,0,0,0,0,0
2393,0.18253614452801042,0.016613661909799866,0.0789131102938685,-0.0008144799072696988,-0.03524387661401169,1,0,0,0,0,0
163,-0.12042756773442413,-0.1769047789895311,-0.058484467062046894,-0.10376863140375613,0.02899901435570419,0,0,0,0,0,0
164,-0.0222491665584222,-0.10820559096249555,-0.03463138726237371,-0.014763547289314278,-0.05328820199468935,0,0,0,0,0,0
165,-0.062626071927643,-0.13305572955559788,0.02650688737247437,-0.08499519984671865,-0.11462849291749617,0,0,0,0,0,0
166,0.03367899654454909,-0.13688524793535947,-0.055432623777180084,-0.0637871055801741,-0.10818543472271627,0,0,0,0,0,0
167,-0.08556268143687742,-0.2026768390255034,-0.035208011491123875,-0.10294643752196926,-0.05368271993682701,0,0,0,0,0,0
168,-0.14614979254188257,-0.22054668653228826,-0.04436038131800062,-0.128385719434982,-0.07534249283995181,0,0,0,0,0,0
170,-0.058617675506025806,-0.17777990336358873,-0.007435566723271192,-0.06628427139188402,-0.06551705459037743,0,0,0,0,0,0
171,0.06126337918795673,-0.09169338076299179,0.03106005051844655,-0.018856849412012884,-0.05577741657029053,0,0,0,0,0,0
172,-0.07898802770135117,-0.12738319172717316,-0.04856225332373522,-0.06400478118190488,-0.005162251570860284,0,0,0,0,0,0
173,-0.12519451691394806,-0.23990721257438935,-0.11444365060430578,-0.12222169393443462,-0.09543993097097439,0,0,0,0,0,0
174,-0.032029991210191754,-0.11799336550493238,0.006420806632545462,-0.06075796179084549,0.02396029531753915,0,0,0,0,0,0
175,-0.12217631748456798,-0.14589241803061936,-0.013370287232707381,-0.09590278706243928,-0.07196457451212981,0,0,0,0,0,0
2394,0.32365650535229507,0.014380940805677965,0.009248457633264191,-0.019120218641135684,0.047539982334794326,1,0,0,0,0,0
177,0.06167153282176319,-0.07068062042532217,0.008818332973508168,0.025551397043147742,-0.06346907882565496,0,0,0,0,0,0
178,-0.09297483424274197,-0.14937939595908173,0.005233951235740988,-0.10004249042722566,-0.0027553471675894723,0,0,0,0,0,0
179,-0.0579143114733607,-0.13063037675511352,-0.022833192485812892,-0.09367778950054452,-0.13056905643592912,0,0,0,0,0,0
180,-0.031759390061160936,-0.10519778665030169,0.041254162406060946,-0.07296209346171663,-0.018072842782491137,0,0,0,0,0,0
181,-0.01828650565693974,-0.10268088921495187,0.03624588150287444,-0.05898341205440057,-0.050979976511273804,0,0,0,0,0,0
182,-0.098978241004347,-0.15292435610453445,0.10842833133659249,-0.009462798419592267,0.019770862991067437,0,0,0,0,0,0
1758,0.14597485247500902,-0.00843673413128183,0.0077422046127076215,0.06589518673129223,-0.06901028127209263,0,0,0,0,1,0
183,-0.09683270896463739,-0.15551681573989845,-0.028379449442051563,0.011020164238416981,0.03296216374176637,0,0,0,0,0,0
184,-0.06858603174773237,-0.14030880907280782,-0.021876757787001853,-0.053944174833731755,-0.07364702021810386,0,0,0,0,0,0
185,0.03261779124821266,-0.11453399607700736,-0.058846780596347445,-0.05060418099275071,-0.06947058349306204,0,0,0,0,0,0
186,0.008230429798927531,-0.10427644639368537,-0.06180420102433178,-0.0688614925444561,-0.07714121931096905,0,0,0,0,0,0
187,0.050056936131455905,-0.06421186030745715,-0.023504499485855288,-0.024522019943301717,-0.07490130217007981,0,0,0,0,0,0
188,-0.11190798688553828,-0.23542041647415088,0.07254252486649283,-0.04249020986142471,0.051498475246053714,0,0,0,0,0,0
1759,-0.27251123647645525,-0.04576182354059922,0.10105784540750132,0.08965021701562399,-0.03797826474737648,0,0,0,0,1,0
189,-0.13015569989259076,-0.2057684761446902,-0.08289811622014706,-0.14045687117692854,-0.08428500136599563,0,0,0,0,0,0
190,0.0325074603210733,-0.11274470318851461,0.015435799837299348,-0.054199436776536915,-0.08459795200284408,0,0,0,0,0,0
